"satisfaction";"Gender";"Customer.Type";"Age";"Type.of.Travel";"Class";"Flight.Distance";"Seat.comfort";"Departure.Arrival.time.convenient";"Food.and.drink";"Gate.location";"Inflight.wifi.service";"Inflight.entertainment";"Online.support";"Ease.of.Online.booking";"On.board.service";"Leg.room.service";"Baggage.handling";"Checkin.service";"Cleanliness";"Online.boarding";"Departure.Delay.in.Minutes";"Arrival.Delay.in.Minutes"
"dissatisfied";"Female";"Loyal Customer";49;"Business travel";"Business";901;2;3;3;3;1;2;2;2;2;2;2;1;2;4;17;3
"dissatisfied";"Female";"Loyal Customer";48;"Business travel";"Eco";745;2;2;2;2;2;2;1;2;2;2;2;3;2;1;10;0
"dissatisfied";"Female";"Loyal Customer";47;"Business travel";"Eco";276;2;4;4;4;3;2;2;2;2;2;2;1;2;1;0;0
"satisfied";"Male";"Loyal Customer";51;"Business travel";"Business";1528;5;5;5;5;5;5;5;2;2;2;2;3;2;4;43;54
"satisfied";"Male";NA;43;"Business travel";"Business";1653;4;4;4;4;2;4;5;2;2;2;2;4;2;5;73;61
"satisfied";"Male";"Loyal Customer";33;"Business travel";"Business";4261;4;4;4;4;2;2;2;2;5;4;5;3;5;2;0;0
"satisfied";"Female";"Loyal Customer";59;"Business travel";"Business";3513;4;4;4;4;2;4;5;2;2;2;2;4;2;4;0;0
"satisfied";"Male";"Loyal Customer";41;"Business travel";"Eco";1223;2;5;5;5;2;2;2;2;4;1;4;5;2;2;36;28
"satisfied";"Female";"Loyal Customer";39;"Business travel";"Business";3154;2;2;2;2;3;5;5;2;2;2;2;5;2;3;0;0
"satisfied";"Male";NA;57;"Business travel";"Business";3766;5;5;5;5;4;4;5;2;2;2;2;3;2;5;15;4
"satisfied";"Female";"Loyal Customer";38;"Business travel";"Eco";1317;2;1;1;1;2;2;2;2;3;2;2;2;2;2;0;0
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Eco";2491;2;5;4;5;2;2;2;5;4;5;3;2;3;2;9;22
"dissatisfied";"Male";"Loyal Customer";19;"Business travel";"Business";6312;2;1;2;2;2;2;2;3;5;1;2;2;2;2;12;42
"dissatisfied";"Female";"Loyal Customer";65;"Business travel";"Eco";74;2;1;1;1;1;3;3;2;2;2;2;4;2;4;16;6
"dissatisfied";"Male";"Loyal Customer";64;"Business travel";"Eco";1683;2;1;1;1;2;2;2;2;1;3;3;4;3;2;0;0
"satisfied";"Male";"Loyal Customer";26;"Business travel";"Business";3764;3;3;3;3;2;2;2;3;4;5;4;2;4;2;17;11
"dissatisfied";"Female";"Loyal Customer";59;"Business travel";"Business";2176;2;1;1;1;4;3;3;2;2;2;2;2;2;4;42;21
"satisfied";"Male";"Loyal Customer";55;"Business travel";"Business";2137;3;3;3;3;2;3;5;2;2;2;2;4;2;3;0;0
"dissatisfied";"Male";"Loyal Customer";59;"Business travel";"Eco";2328;2;1;1;1;2;2;2;2;2;1;1;3;1;2;0;0
"dissatisfied";"Male";"Loyal Customer";48;"Business travel";"Business";1462;2;1;5;1;3;3;2;2;2;2;2;2;2;1;115;109
"dissatisfied";"Female";"Loyal Customer";56;"Business travel";"Eco";486;2;4;4;4;2;3;2;2;2;2;2;1;2;3;3;0
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";1221;5;5;4;5;5;4;4;2;2;2;2;4;2;5;7;0
"satisfied";"Female";"Loyal Customer";45;"Business travel";"Business";1023;5;5;5;5;3;5;5;2;2;2;2;4;2;5;0;0
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Eco";2703;2;5;5;5;2;2;2;2;3;3;2;2;2;2;326;329
"satisfied";"Male";"Loyal Customer";54;"Business travel";"Business";2799;2;2;5;2;3;4;4;2;2;2;2;3;2;4;0;1
"satisfied";"Female";"Loyal Customer";43;"Business travel";"Business";976;4;4;4;4;2;5;5;2;2;2;2;4;2;5;1;0
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Eco";601;2;5;5;5;4;3;2;2;2;2;2;5;2;5;0;0
"dissatisfied";"Male";"Loyal Customer";26;"Business travel";"Business";1834;2;2;2;2;2;2;2;2;2;5;1;4;1;2;3;0
"dissatisfied";"Male";"Loyal Customer";49;"Business travel";"Eco Plus";1701;2;1;1;1;2;2;2;2;1;4;3;3;2;2;0;0
"satisfied";"Male";NA;47;"Business travel";"Business";2479;3;3;4;3;3;5;5;2;2;2;2;4;2;5;0;0
"satisfied";"Female";"Loyal Customer";36;"Business travel";"Business";1822;2;2;2;2;4;4;5;2;2;2;2;3;2;5;34;7
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Eco Plus";705;2;4;4;4;4;1;3;2;2;2;2;2;2;4;60;55
"dissatisfied";"Male";"Loyal Customer";48;"Business travel";"Eco";2180;2;2;4;4;2;2;2;2;2;2;3;2;2;2;0;0
"dissatisfied";"Female";"Loyal Customer";47;"Business travel";"Business";836;2;1;1;1;5;2;2;2;2;2;2;2;2;4;15;15
"satisfied";"Female";"Loyal Customer";33;"Business travel";"Business";849;4;4;4;4;4;4;3;2;2;2;2;2;2;2;0;18
"satisfied";"Female";"Loyal Customer";70;"Business travel";"Business";3439;4;4;4;4;2;1;3;2;2;2;2;2;2;2;11;0
"satisfied";"Male";NA;60;"Business travel";"Business";711;1;1;1;1;4;4;5;2;2;2;2;4;2;4;0;14
"satisfied";"Male";"Loyal Customer";NA;"Business travel";"Business";4034;3;3;3;3;2;2;2;4;2;4;4;2;4;2;139;135
"dissatisfied";"Male";"Loyal Customer";44;"Business travel";"Eco";1735;2;3;3;3;2;2;2;2;4;3;2;3;3;2;14;5
"dissatisfied";"Female";"Loyal Customer";44;"Business travel";"Eco";326;2;2;4;2;4;2;2;2;2;2;2;2;2;1;49;54
"dissatisfied";"Male";"Loyal Customer";43;"Business travel";"Eco";1476;2;2;5;2;2;2;2;2;4;3;2;2;2;2;112;109
"dissatisfied";"Female";"Loyal Customer";38;"Business travel";"Business";3458;2;1;1;1;1;2;2;2;2;2;2;1;2;2;0;0
"dissatisfied";"Female";"Loyal Customer";66;"Business travel";"Business";1648;2;1;1;NA;1;2;2;2;2;2;2;1;2;4;23;29
"satisfied";"Male";"Loyal Customer";56;"Business travel";"Business";1982;5;1;5;5;3;5;4;2;2;2;2;4;2;5;5;2
"satisfied";"Female";"Loyal Customer";41;"Business travel";"Eco";1550;2;1;1;1;2;2;2;2;4;4;3;5;2;2;0;0
"satisfied";"Male";"Loyal Customer";60;"Business travel";"Business";550;5;5;5;5;5;4;4;2;2;2;2;5;2;3;0;0
"dissatisfied";"Female";"Loyal Customer";48;"Business travel";"Business";1620;2;2;5;5;4;3;2;2;2;2;2;2;2;1;56;59
"dissatisfied";"Female";"Loyal Customer";NA;"Business travel";"Eco";2100;2;2;2;2;2;2;2;2;3;5;2;2;2;2;34;37
"dissatisfied";"Female";"Loyal Customer";39;"Business travel";"Eco Plus";2352;2;4;2;2;2;2;2;2;4;3;3;1;2;2;9;0
"satisfied";"Female";"Loyal Customer";39;"Business travel";"Eco";1984;2;5;5;5;2;2;2;2;5;4;5;4;2;2;0;0
"dissatisfied";"Female";"Loyal Customer";60;"Business travel";"Business";2123;2;5;5;5;5;3;2;2;2;2;2;1;2;1;0;0
"satisfied";"Male";"Loyal Customer";33;"Business travel";"Business";5159;3;3;3;3;2;2;2;2;4;2;5;5;5;2;0;0
"dissatisfied";"Female";"Loyal Customer";37;"Business travel";"Eco Plus";1482;2;5;5;5;2;2;2;2;3;3;3;2;3;2;6;5
"satisfied";"Female";"Loyal Customer";36;"Business travel";"Eco Plus";1758;2;1;1;1;2;2;2;2;5;3;4;1;2;2;0;0
"dissatisfied";"Female";"Loyal Customer";56;"Business travel";"Business";4783;2;2;2;NA;2;2;2;1;5;2;2;2;3;2;144;187
"dissatisfied";"Male";"Loyal Customer";59;"Business travel";"Business";274;2;3;3;3;1;2;2;2;2;2;2;3;2;4;27;32
"dissatisfied";"Female";"Loyal Customer";27;"Business travel";"Eco";3635;2;5;5;5;2;2;2;2;2;2;3;3;2;2;2;0
"dissatisfied";"Male";"Loyal Customer";42;"Business travel";"Business";3074;2;3;3;3;1;1;1;2;2;2;2;1;2;4;0;6
"dissatisfied";"Male";"Loyal Customer";78;"Business travel";"Eco";1826;2;4;4;4;2;2;2;2;3;2;4;3;4;2;66;52
"dissatisfied";"Male";"Loyal Customer";41;"Business travel";"Business";2771;2;3;2;3;2;2;2;1;3;4;3;2;1;2;4;14
"dissatisfied";"Male";"Loyal Customer";76;"Business travel";"Eco";1212;2;4;4;4;2;2;2;2;4;5;3;3;3;2;0;0
"dissatisfied";"Female";"Loyal Customer";72;"Business travel";"Eco Plus";1056;2;3;3;3;2;3;2;2;2;2;2;1;2;3;62;62
"dissatisfied";"Female";"Loyal Customer";72;"Business travel";"Eco Plus";819;2;5;3;3;4;3;4;2;2;2;2;2;2;4;0;0
"dissatisfied";"Male";"Loyal Customer";64;"Business travel";"Eco Plus";1478;2;4;4;4;2;2;2;2;1;5;3;2;3;2;2;12
"dissatisfied";"Male";"Loyal Customer";25;"Business travel";"Business";3331;2;4;4;4;2;2;2;4;4;3;4;2;1;2;29;23
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";2109;3;3;3;3;4;5;5;2;2;2;2;5;2;3;0;0
"dissatisfied";"Female";"Loyal Customer";59;"Business travel";"Eco";83;2;1;1;1;1;3;3;2;2;2;2;3;2;2;0;0
"dissatisfied";"Male";"Loyal Customer";24;"Business travel";"Business";3178;2;1;1;1;2;2;2;2;1;3;3;1;3;2;25;23
"dissatisfied";"Female";"Loyal Customer";58;"Business travel";"Eco Plus";516;2;3;3;3;1;3;3;2;2;2;2;4;2;3;0;18
"dissatisfied";"Female";"Loyal Customer";21;"Business travel";"Business";3417;2;4;3;4;2;2;2;1;2;4;4;2;1;2;148;139
"dissatisfied";"Female";"Loyal Customer";40;"Business travel";"Business";1615;2;2;3;2;2;3;4;2;2;2;2;2;2;2;0;0
"satisfied";"Female";"Loyal Customer";37;"Business travel";"Business";1568;5;5;3;5;5;5;4;2;2;2;2;4;2;3;10;0
"dissatisfied";"Female";"Loyal Customer";47;"Business travel";"Business";1483;2;1;1;1;5;4;3;2;2;2;2;4;2;3;10;7
"dissatisfied";"Male";"Loyal Customer";43;"Business travel";"Business";1474;2;5;5;5;2;4;4;2;2;2;2;4;2;3;0;0
"dissatisfied";"Female";"Loyal Customer";56;"Business travel";"Eco";122;2;2;2;2;4;4;4;2;2;2;2;2;2;4;0;0
"dissatisfied";"Male";NA;31;"Business travel";"Business";2939;2;5;5;5;2;2;2;2;1;3;4;2;4;2;0;0
"dissatisfied";"Female";"Loyal Customer";37;"Business travel";"Business";3560;2;5;2;5;4;3;3;2;2;2;2;2;2;1;0;16
"satisfied";"Male";"Loyal Customer";39;"Business travel";"Business";1262;2;2;2;2;5;4;5;2;2;2;2;3;2;5;8;0
"dissatisfied";"Female";"Loyal Customer";25;"Business travel";"Business";4625;2;2;4;2;2;2;2;2;4;2;4;3;4;2;0;0
"satisfied";"Male";"Loyal Customer";44;"Business travel";"Business";1193;5;2;5;5;2;4;4;2;2;2;2;3;2;5;9;0
"dissatisfied";"Female";"Loyal Customer";54;"Business travel";"Eco Plus";568;2;4;4;4;2;4;3;2;2;2;2;2;2;3;0;0
"dissatisfied";"Male";"Loyal Customer";54;"Business travel";"Business";3490;2;1;1;1;1;4;4;2;2;2;2;1;2;2;104;106
"dissatisfied";"Male";"Loyal Customer";27;"Business travel";"Business";2342;2;4;4;4;2;2;2;2;1;1;3;2;3;2;49;19
"dissatisfied";"Female";"Loyal Customer";45;"Business travel";"Business";1587;2;5;5;5;2;3;4;2;2;2;2;4;2;2;24;13
"dissatisfied";"Male";"Loyal Customer";53;"Business travel";"Eco";1512;2;5;4;5;2;2;2;2;3;3;3;3;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";53;"Business travel";"Eco";1348;2;4;3;4;2;2;2;2;1;2;3;2;4;2;89;88
"dissatisfied";"Female";"Loyal Customer";55;"Business travel";"Business";2912;2;1;1;1;5;3;3;2;2;2;2;1;2;4;6;0
"dissatisfied";"Male";"Loyal Customer";52;"Business travel";"Eco";1239;2;5;5;5;2;2;2;2;1;4;4;4;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";52;"Business travel";"Eco";1361;2;1;1;1;2;2;2;2;2;1;3;4;3;2;26;12
"dissatisfied";"Male";"Loyal Customer";25;"Business travel";"Business";2316;2;2;2;2;2;2;2;2;4;5;2;2;3;2;26;26
"satisfied";"Female";"Loyal Customer";39;"Business travel";"Business";2602;2;2;2;2;4;4;4;2;2;2;2;3;2;3;0;0
"satisfied";"Male";"Loyal Customer";41;"Business travel";"Business";3751;4;4;1;4;2;5;5;2;2;2;2;4;2;4;30;9
"dissatisfied";"Female";"Loyal Customer";59;"Business travel";"Business";1016;2;4;4;4;3;3;4;2;2;2;2;3;2;2;0;0
"dissatisfied";"Female";"Loyal Customer";18;"Business travel";"Business";3765;2;2;2;2;2;2;2;2;3;2;3;2;3;2;0;0
"satisfied";"Male";"Loyal Customer";55;"Business travel";"Business";3481;2;2;2;2;4;4;4;2;2;2;2;4;2;4;27;24
"dissatisfied";"Male";"Loyal Customer";46;"Business travel";"Business";966;2;2;2;2;1;3;3;2;2;2;2;3;2;1;1;16
"dissatisfied";"Female";"Loyal Customer";51;"Business travel";"Eco";688;2;5;5;5;5;3;3;2;2;2;2;1;2;3;0;0
"satisfied";"Female";"Loyal Customer";53;"Business travel";"Business";956;5;5;4;5;5;4;5;2;2;2;2;4;2;4;0;56
"dissatisfied";"Male";"Loyal Customer";31;"Business travel";"Business";3984;2;3;3;3;2;2;2;2;1;4;4;4;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";46;"Business travel";"Business";916;2;1;1;1;4;3;4;2;2;2;2;4;2;2;0;0
"dissatisfied";"Male";"Loyal Customer";35;"Business travel";"Business";949;2;3;3;3;1;2;3;2;2;2;2;1;2;3;0;0
"dissatisfied";"Male";"Loyal Customer";27;"Business travel";"Business";4284;2;5;5;5;2;2;2;2;2;3;3;2;3;2;0;7
"dissatisfied";"Female";"Loyal Customer";49;"Business travel";"Eco";3015;2;4;4;4;2;2;2;3;2;3;3;2;1;2;133;157
"dissatisfied";"Female";"Loyal Customer";49;"Business travel";"Eco";898;2;2;2;2;1;3;4;2;2;2;2;2;2;3;0;21
"dissatisfied";"Male";"Loyal Customer";49;"Business travel";"Eco Plus";1046;2;4;4;4;2;2;2;2;1;4;4;2;4;2;123;108
"dissatisfied";"Male";"Loyal Customer";58;"Business travel";"Business";3246;2;2;2;2;2;2;2;2;2;2;2;1;2;3;7;12
"satisfied";"Male";"Loyal Customer";50;"Business travel";"Business";2792;5;5;5;NA;4;5;5;2;2;2;2;4;2;5;7;0
"dissatisfied";"Female";"Loyal Customer";26;"Business travel";"Business";1744;2;5;5;5;2;2;2;2;4;2;3;1;3;2;26;16
"dissatisfied";"Male";"Loyal Customer";43;"Business travel";"Business";3916;2;5;2;5;5;3;4;2;2;2;2;1;2;1;7;0
"dissatisfied";"Female";"Loyal Customer";48;"Business travel";"Eco";461;2;2;2;2;5;3;3;2;2;2;2;3;2;1;0;0
"dissatisfied";"Female";"Loyal Customer";40;"Business travel";"Business";840;2;5;5;5;3;3;4;2;2;2;2;1;2;1;0;0
"dissatisfied";"Male";"Loyal Customer";57;"Business travel";"Business";3338;2;1;1;1;2;2;2;1;3;4;4;2;4;2;178;198
"dissatisfied";"Male";"Loyal Customer";33;"Business travel";"Business";4054;2;5;5;5;2;2;2;2;4;1;3;3;3;2;0;23
"dissatisfied";"Male";"Loyal Customer";24;"Business travel";"Business";2260;2;3;3;3;2;2;2;2;2;2;3;3;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";47;"Business travel";"Eco";1890;2;4;4;4;2;2;2;2;1;5;3;1;3;2;0;0
"dissatisfied";"Male";"Loyal Customer";25;"Business travel";"Business";5406;2;3;1;3;2;2;2;2;1;2;2;3;2;2;0;0
"dissatisfied";"Female";"Loyal Customer";11;"Business travel";"Business";2458;2;3;3;3;2;2;2;2;4;3;4;2;3;2;188;209
"dissatisfied";"Male";"Loyal Customer";63;"Business travel";"Business";3960;2;2;2;2;1;4;3;2;2;2;2;4;2;2;17;11
"dissatisfied";"Female";"Loyal Customer";46;"Business travel";"Eco";347;2;2;2;2;5;4;3;2;2;2;2;4;2;2;9;15
"dissatisfied";"Female";"Loyal Customer";46;"Business travel";"Eco";1168;2;3;3;3;3;4;3;2;2;2;2;3;2;1;0;0
"dissatisfied";"Male";"Loyal Customer";19;"Business travel";"Business";3690;2;5;2;2;2;2;2;2;2;5;3;4;3;2;46;45
"dissatisfied";"Male";"Loyal Customer";25;"Business travel";"Business";4553;2;4;4;4;2;2;2;2;4;4;3;2;4;2;12;24
"dissatisfied";"Female";"Loyal Customer";44;"Business travel";"Eco";1073;2;3;3;3;1;3;2;2;2;2;2;2;2;3;0;0
"dissatisfied";"Male";"Loyal Customer";44;"Business travel";"Eco";1810;2;1;1;1;2;2;2;2;4;2;3;4;4;2;0;0
"dissatisfied";"Female";"Loyal Customer";27;"Business travel";"Business";1447;2;2;2;2;2;2;2;2;3;4;4;3;3;2;0;66
"dissatisfied";"Male";NA;43;"Business travel";"Business";2655;2;5;5;5;5;4;4;2;2;2;2;1;2;1;0;0
"satisfied";"Female";"Loyal Customer";45;"Business travel";"Business";2476;3;3;4;3;1;5;2;2;2;2;2;4;2;1;0;2
"dissatisfied";"Female";"Loyal Customer";63;"Business travel";"Business";1601;2;4;5;4;3;4;4;2;2;2;2;3;2;2;0;0
"dissatisfied";"Male";"Loyal Customer";42;"Business travel";"Eco";3633;2;4;2;4;2;2;2;2;3;3;1;2;3;2;0;0
"dissatisfied";"Female";"Loyal Customer";42;"Business travel";"Eco";477;2;1;1;1;4;4;3;2;2;2;2;3;2;1;15;3
"dissatisfied";"Female";"Loyal Customer";42;"Business travel";"Eco";371;2;4;4;4;2;3;2;2;2;2;2;1;2;4;0;0
"dissatisfied";"Male";"Loyal Customer";42;"Business travel";"Eco Plus";1131;2;5;4;NA;2;2;2;2;3;4;3;2;4;2;0;0
"satisfied";"Male";"Loyal Customer";35;"Business travel";"Business";3267;4;4;4;4;5;5;5;2;2;2;2;4;2;5;10;6
"dissatisfied";"Male";"Loyal Customer";30;"Business travel";"Business";3900;2;3;3;3;2;2;2;2;4;1;3;4;4;2;40;35
"dissatisfied";"Male";"Loyal Customer";34;"Business travel";"Business";2561;2;3;4;3;3;3;3;2;2;2;2;3;2;4;0;0
"dissatisfied";"Female";"Loyal Customer";39;"Business travel";"Business";3048;2;5;5;5;4;3;4;2;2;2;2;4;2;3;36;37
"dissatisfied";"Male";"Loyal Customer";42;"Business travel";"Eco";2272;2;3;3;3;2;2;2;2;4;2;3;1;3;2;0;0
"dissatisfied";"Female";"Loyal Customer";41;"Business travel";"Eco Plus";1312;2;4;4;4;2;4;3;2;2;2;2;3;2;3;0;0
"dissatisfied";"Female";"Loyal Customer";39;"Business travel";"Business";3533;2;2;2;2;2;2;2;4;1;4;3;2;2;2;189;174
"dissatisfied";"Female";"Loyal Customer";33;"Business travel";"Business";2712;2;1;3;1;3;3;4;2;2;2;2;3;2;1;52;54
"dissatisfied";"Female";"Loyal Customer";28;"Business travel";"Business";3143;2;4;4;4;2;2;2;2;2;1;4;2;3;2;0;0
"dissatisfied";"Female";"Loyal Customer";54;"Business travel";"Business";3148;2;4;2;4;2;4;3;2;2;2;2;3;2;3;55;44
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";503;4;4;4;4;5;5;4;2;2;2;2;4;2;4;0;0
"dissatisfied";"Male";"Loyal Customer";38;"Business travel";"Business";3399;2;1;1;1;2;3;4;2;2;2;2;3;2;4;0;11
"satisfied";"Male";"Loyal Customer";29;"Business travel";"Business";4398;5;5;5;5;2;2;2;2;5;4;4;2;1;2;0;0
"dissatisfied";"Male";"Loyal Customer";38;"Business travel";"Eco";3452;2;1;1;1;2;2;2;2;3;5;2;1;3;2;0;0
"dissatisfied";"Male";"Loyal Customer";38;"Business travel";"Eco";1653;2;4;4;4;2;2;2;2;4;3;4;1;3;2;4;10
"dissatisfied";"Female";NA;48;"Business travel";"Business";427;2;5;5;5;4;3;4;2;2;2;2;3;2;2;60;56
"dissatisfied";"Female";"Loyal Customer";37;"Business travel";"Eco";2097;2;5;5;5;2;2;2;2;2;5;4;3;3;2;14;1
"dissatisfied";"Female";"Loyal Customer";36;"Business travel";"Business";400;2;4;4;4;2;4;3;2;2;2;2;4;2;4;87;83
"dissatisfied";"Male";"Loyal Customer";69;"Business travel";"Business";434;2;3;3;3;5;4;3;2;2;2;2;4;2;1;0;0
"dissatisfied";"Female";"Loyal Customer";36;"Business travel";"Eco";1502;2;4;5;4;2;2;2;2;4;1;4;2;3;2;31;27
"dissatisfied";"Female";NA;35;"Business travel";"Eco";2580;2;5;5;5;2;2;2;2;3;3;2;1;3;2;0;0
"dissatisfied";"Female";"Loyal Customer";49;"Business travel";"Business";368;2;3;3;3;2;3;3;2;2;2;2;1;2;2;6;0
"dissatisfied";"Male";"Loyal Customer";23;"Business travel";"Business";3317;2;3;3;3;2;2;2;2;4;5;4;4;3;2;52;46
"dissatisfied";"Male";"Loyal Customer";64;"Business travel";"Business";2704;2;3;3;3;5;3;4;2;2;2;2;1;2;1;15;11
"dissatisfied";"Male";"Loyal Customer";67;"Business travel";"Business";350;2;5;5;5;4;3;3;2;2;2;2;4;2;1;0;8
"dissatisfied";"Female";"Loyal Customer";61;"Business travel";"Business";3795;2;1;1;1;1;4;3;2;2;2;2;4;2;4;29;23
"dissatisfied";"Female";"Loyal Customer";31;"Business travel";"Eco";1031;2;2;3;2;2;2;2;2;2;5;3;3;3;2;2;0
"dissatisfied";"Male";"Loyal Customer";41;"Business travel";"Business";3242;2;5;5;5;1;4;4;2;2;2;2;3;2;2;0;0
"dissatisfied";"Female";NA;30;"Business travel";"Eco Plus";1784;2;3;3;3;2;2;2;2;1;2;3;4;3;2;0;6
"dissatisfied";"Male";"Loyal Customer";29;"Business travel";"Eco Plus";3299;2;4;4;4;2;2;2;2;4;4;2;3;4;2;8;10
"dissatisfied";"Female";NA;49;"Business travel";"Business";2031;2;3;4;3;2;2;2;2;2;4;3;2;3;2;141;143
"dissatisfied";"Male";"Loyal Customer";39;"Business travel";"Business";1525;2;4;4;4;5;3;4;2;2;2;2;1;2;4;44;26
"dissatisfied";"Female";"Loyal Customer";43;"Business travel";"Business";2682;2;3;3;3;4;3;3;2;2;2;2;4;2;3;0;0
"dissatisfied";"Male";"Loyal Customer";59;"Business travel";"Business";284;2;3;3;3;5;3;3;2;2;2;2;2;2;3;0;0
"dissatisfied";"Female";NA;27;"Business travel";"Eco";3046;2;3;3;3;2;2;2;2;1;3;2;2;3;2;0;0
"dissatisfied";"Male";"Loyal Customer";57;"Business travel";"Business";3696;2;1;1;1;1;4;4;2;2;2;2;4;2;1;0;0
"dissatisfied";"Female";"Loyal Customer";24;"Business travel";"Eco Plus";1570;2;4;4;4;2;2;2;2;1;2;3;2;4;2;14;12
"dissatisfied";"Female";"Loyal Customer";47;"Business travel";"Business";3598;2;2;2;2;3;4;3;2;2;2;2;3;2;4;0;0
"dissatisfied";"Male";"Loyal Customer";54;"Business travel";"Business";90;2;3;3;3;2;4;3;2;2;2;2;3;2;4;0;0
"dissatisfied";"Female";"Loyal Customer";65;"Business travel";"Eco Plus";383;2;3;1;3;1;3;3;2;2;2;2;3;2;3;30;14
"satisfied";"Female";"Loyal Customer";51;"Business travel";"Business";2419;4;4;4;4;5;4;4;2;2;2;2;3;2;3;4;0
"dissatisfied";"Female";"Loyal Customer";25;"Business travel";"Business";3681;2;3;2;3;2;2;2;2;4;3;2;1;3;2;0;0
"dissatisfied";"Female";"Loyal Customer";23;"Business travel";"Business";3714;2;5;5;5;2;2;2;2;4;4;4;1;4;2;0;0
"dissatisfied";"Female";"Loyal Customer";60;"Business travel";"Eco";1389;2;4;3;4;3;4;4;2;2;2;2;1;2;3;18;11
"dissatisfied";"Male";"Loyal Customer";34;"Business travel";"Business";1887;2;3;3;3;4;4;4;2;2;2;2;4;2;1;0;0
"dissatisfied";"Male";"Loyal Customer";46;"Business travel";"Business";1850;2;4;4;4;5;2;4;2;2;2;2;2;2;3;7;0
"dissatisfied";"Male";"Loyal Customer";55;"Business travel";"Business";1780;2;4;4;4;4;3;3;2;2;2;2;1;2;1;13;12
"dissatisfied";"Female";"Loyal Customer";59;"Business travel";"Eco";1095;2;5;5;5;2;3;3;2;2;2;2;2;2;1;0;29
"satisfied";"Male";NA;41;"Business travel";"Business";1415;1;1;2;1;2;5;5;2;2;2;2;5;2;3;2;0
"dissatisfied";"Female";"Loyal Customer";51;"Business travel";"Business";1401;2;3;3;3;2;3;4;2;2;2;2;3;2;1;0;0
"dissatisfied";"Male";"Loyal Customer";26;"Business travel";"Business";3713;2;2;2;2;2;2;2;2;2;4;4;3;4;2;11;19
"dissatisfied";"Female";"Loyal Customer";7;"Business travel";"Business";5257;2;1;1;1;2;2;2;2;4;2;4;2;3;2;97;85
"dissatisfied";"Male";"Loyal Customer";29;"Business travel";"Business";2347;2;2;2;2;2;2;2;2;2;3;4;1;4;2;27;23
"dissatisfied";"Female";"Loyal Customer";25;"Business travel";"Business";4416;2;4;4;4;2;2;2;2;1;3;4;2;3;2;0;0
"dissatisfied";"Male";NA;55;"Business travel";"Eco";2350;2;4;4;4;2;2;2;2;4;2;3;4;3;2;0;0
"dissatisfied";"Male";"Loyal Customer";54;"Business travel";"Eco";1955;2;4;4;4;2;2;2;4;5;4;3;2;2;2;172;168
"dissatisfied";"Female";"Loyal Customer";54;"Business travel";"Eco";114;2;4;4;4;5;4;4;2;2;2;2;1;2;3;0;6
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";3878;1;1;1;1;5;5;5;2;2;2;2;5;2;5;0;0
"satisfied";"Female";"Loyal Customer";36;"Business travel";"Business";3639;5;5;5;5;5;4;4;2;2;2;2;5;2;4;0;0
"dissatisfied";"Female";"Loyal Customer";23;"Business travel";"Business";5418;2;3;3;3;2;2;2;2;4;3;4;3;3;2;0;3
"dissatisfied";"Male";"Loyal Customer";12;"Business travel";"Business";2781;2;5;5;5;2;2;2;2;3;1;4;3;4;2;31;26
"dissatisfied";"Male";"Loyal Customer";30;"Business travel";"Business";2101;2;1;1;1;2;2;2;2;1;1;4;1;3;2;0;0
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";1120;1;1;1;1;4;1;3;2;2;2;2;5;2;3;0;0
"dissatisfied";"Male";"Loyal Customer";53;"Business travel";"Eco";2182;2;5;5;5;2;2;2;2;3;1;4;2;4;2;0;0
"dissatisfied";"Female";NA;52;"Business travel";"Eco";1640;2;5;5;5;2;3;4;2;2;2;2;2;2;1;0;0
"dissatisfied";"Male";"Loyal Customer";52;"Business travel";"Eco";2137;2;4;4;4;2;2;2;2;4;3;3;3;4;2;0;0
"satisfied";"Female";"Loyal Customer";49;"Business travel";"Business";1045;4;4;4;NA;2;5;5;2;2;2;2;4;2;5;5;16
"dissatisfied";"Male";"Loyal Customer";33;"Business travel";"Business";2999;2;3;3;3;2;2;2;2;1;2;4;3;4;2;3;19
"dissatisfied";"Female";"Loyal Customer";52;"Business travel";"Eco";271;2;4;4;4;2;3;3;2;2;2;2;1;2;1;14;12
"dissatisfied";"Male";"Loyal Customer";21;"Business travel";"Business";3295;2;5;5;5;2;2;2;2;2;5;4;1;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";47;"Business travel";"Business";961;2;4;3;4;1;3;3;2;2;2;2;2;2;2;0;9
"dissatisfied";"Female";NA;51;"Business travel";"Eco";606;2;5;5;5;5;3;3;2;2;2;2;2;2;1;0;0
